event,event_date,venue,discipline,round,athlete,fis_code,country,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,10,74.82,16.09,43.3,15.43,1,bdF,1.05,7.4,7.2,2,10op,1.05,7.2,7.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,11,76.24,16.17,46.9,13.17,1,bdF,1.05,6.2,6.3,2,10op,1.05,6.3,6.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,7,77.77,19.08,44.6,14.09,1,bdF,1.05,6.6,7.1,2,7op,0.88,7.7,8.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,8,76.7,18.24,47.3,11.16,1,10op,1.05,7.4,7.5,2,7op,0.88,4.0,3.6
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,9,75.46,16.75,44.7,14.01,1,bdF,1.05,6.7,6.4,2,10op,1.05,6.8,6.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,8,79.31,16.54,48.0,14.77,1,bF,0.88,8.0,7.8,2,10op,1.05,7.4,7.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,5,81.41,16.42,50.6,14.39,1,bF,0.88,7.5,7.2,2,10op,1.05,7.7,7.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,5,78.63,17.02,47.0,14.61,1,bF,0.88,7.9,7.9,2,10op,1.05,7.5,7.1
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,6,81.38,17.51,48.4,15.47,1,bF,0.88,8.3,8.5,2,10op,1.05,7.5,7.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,1,77.73,16.35,45.6,15.78,1,bF,0.88,8.3,7.9,2,10op,1.05,8.4,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,1,81.97,16.04,49.5,16.43,1,bF,0.88,8.6,9.2,2,10op,1.05,8.1,8.3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,16,65.94,16.85,37.9,11.19,1,bF,0.88,8.3,8.2,2,10op,1.05,4.0,3.5
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,5,75.52,16.93,44.2,14.39,1,bF,0.88,8.5,7.4,2,10op,1.05,7.0,7.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,3,80.12,15.76,49.2,15.16,1,bdF,1.05,6.1,6.2,2,10op,1.05,8.3,8.3
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-10,IDRE FJÄLL (SWE),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,6,77.53,17.45,46.7,13.38,1,bdF,1.05,5.7,5.6,2,10op,1.05,7.2,7.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,6,76.83,17.57,43.4,15.86,1,bdF,1.05,8.0,7.9,2,7op,0.88,8.5,8.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,1,85.35,18.48,51.8,15.07,1,10op,1.05,7.7,7.6,2,7op,0.88,8.0,8.0
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,2,88.9,18.92,53.0,16.98,1,10op,1.05,9.4,9.3,2,7op,0.88,8.1,8.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,3,78.42,17.27,46.4,14.75,1,10op,1.05,7.3,7.4,2,7op,0.88,8.0,8.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,4,83.65,16.68,51.3,15.67,1,bF,0.88,8.5,8.4,2,10op,1.05,7.9,7.8
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,5,74.84,17.13,44.0,13.71,1,bF,0.88,8.6,8.5,2,10op,1.05,5.9,5.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,4,79.13,16.79,47.6,14.74,1,bF,0.88,8.3,8.4,2,10op,1.05,7.2,6.9
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,1,78.42,17.51,45.5,15.41,1,bF,0.88,8.3,8.0,2,10op,1.05,7.6,8.1
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Overall,GRAHAM Matt,2441426,AUS,3,80.81,17.22,47.9,15.69,1,bdF,1.05,7.4,7.5,2,10op,1.05,7.7,7.3
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,7,75.09,14.74,46.5,13.85,1,bF,0.88,7.9,7.8,2,7op,0.88,8.1,7.7
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-09,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,3,78.97,16.8,49.2,12.97,1,bF,0.88,7.0,7.8,2,7op,0.88,7.4,7.3
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,2,77.52,14.54,47.9,15.08,1,bF,0.88,8.2,8.5,2,7op,0.88,8.7,8.9
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,7,78.59,16.39,48.0,14.2,1,bF,0.88,8.2,8.0,2,7op,0.88,8.1,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,3,76.93,17.12,46.4,13.41,1,bF,0.88,8.0,7.7,2,7op,0.88,7.5,7.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,6,75.08,16.27,45.4,13.41,1,bF,0.88,8.6,8.1,2,7op,0.88,6.8,7.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,10,72.28,16.55,44.7,11.03,1,bF,0.88,5.7,5.2,2,7op,0.88,7.2,7.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,76.12,15.94,46.2,13.98,1,bF,0.88,8.1,8.9,2,7op,0.88,6.8,8.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,76.97,16.63,46.8,13.54,1,bF,0.88,8.3,8.0,2,7op,0.88,7.7,6.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,76.6,16.67,48.1,11.83,1,bF,0.88,7.0,6.3,2,7op,0.88,6.5,7.1
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,3,77.55,14.35,48.6,14.6,1,bF,0.88,8.2,8.8,2,7op,0.88,8.2,8.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,78.48,15.39,48.8,14.29,1,bF,0.88,8.4,8.4,2,7op,0.88,7.8,7.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-19,BAKURIANI (GEO),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,2,79.71,17.94,47.0,14.77,1,bF,0.88,8.5,8.6,2,7op,0.88,8.2,8.3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,76.27,17.43,48.6,10.24,1,bF,0.88,4.8,6.6,2,7op,0.88,6.0,5.9
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,77.3,16.47,47.2,13.63,1,bF,0.88,7.8,7.5,2,7op,0.88,7.7,8.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,14,72.94,15.72,45.0,12.22,1,bF,0.88,8.1,7.9,2,7op,0.88,6.0,5.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,2,78.66,16.06,49.8,12.8,1,bF,0.88,6.8,7.5,2,7op,0.88,7.5,7.3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,7,75.52,17.07,46.1,12.35,1,bF,0.88,7.1,7.1,2,7op,0.88,6.9,7.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,3,78.25,16.1,48.3,13.85,1,bF,0.88,8.0,7.8,2,7op,0.88,7.7,8.0
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,6,77.02,17.42,46.5,13.1,1,bF,0.88,7.8,7.5,2,7op,0.88,7.3,7.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,3,77.67,15.49,47.8,14.38,1,bF,0.88,8.2,7.9,2,7op,0.88,8.4,8.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,1,79.43,15.9,49.2,14.33,1,bF,0.88,8.3,8.5,2,7op,0.88,7.7,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,81.22,17.6,48.9,14.72,1,bF,0.88,7.7,8.0,2,10op,1.05,7.4,7.5
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,3,78.34,15.55,50.0,12.79,1,bF,0.88,7.8,7.2,2,7op,0.88,6.8,7.3
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,4,73.79,16.75,43.5,13.54,1,bF,0.88,8.5,7.6,2,7op,0.88,7.1,7.6
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,GRAHAM Matt,2441426,AUS,5,81.37,17.24,51.6,12.53,1,bF,0.88,7.0,7.1,2,7op,0.88,7.1,7.3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Final,HARVEY Jackson,2534735,AUS,7,80.24,17.22,49.0,14.02,1,bF,0.88,7.8,7.9,2,7op,0.88,8.1,8.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Men's Moguls,Results Final 1,HARVEY Jackson,2534735,AUS,14,72.56,14.06,44.3,14.2,1,bF,0.88,8.4,8.4,2,7op,0.88,7.7,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-10,IDRE FJÄLL (SWE),Men's Moguls,Results Final 1,HARVEY Jackson,2534735,AUS,11,73.77,16.6,44.2,12.97,1,bF,0.88,8.4,7.2,2,7op,0.88,6.7,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Men's Moguls,Results Final 1,HARVEY Jackson,2534735,AUS,16,51.62,14.93,26.1,10.59,1,bF,0.88,6.2,6.9,2,7op,0.88,5.4,5.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 1,HARVEY Jackson,2534735,AUS,14,71.02,15.41,43.3,12.31,1,bF,0.88,7.5,7.3,2,7op,0.88,6.7,6.5
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 1,HARVEY Jackson,2534735,AUS,8,78.0,15.46,47.9,14.64,1,bF,0.88,8.3,8.0,2,7op,0.88,8.6,8.4
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,11,74.59,13.11,47.1,14.38,1,bF,0.88,8.4,8.2,2,7op,0.88,8.0,8.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-09,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,8,74.69,15.16,45.5,14.03,1,bF,0.88,7.8,8.3,2,7op,0.88,7.8,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,12,70.47,13.48,42.7,14.29,1,bF,0.88,8.6,8.8,2,7op,0.88,7.4,7.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,17,74.17,16.16,43.5,14.51,1,bF,0.88,8.0,8.0,2,7op,0.88,8.7,8.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,11,70.49,15.45,41.9,13.14,1,bF,0.88,6.8,6.7,2,7op,0.88,8.2,8.2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,34,67.58,14.42,42.0,11.16,1,bF,0.88,7.8,7.5,2,bp,0.71,6.0,6.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,26,69.86,14.95,45.1,9.81,1,bF,0.88,6.7,6.5,2,bp,0.71,5.7,5.6
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,28,62.08,16.62,35.3,10.16,1,bF,0.88,6.4,6.3,2,bp,0.71,6.5,6.4
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,19,70.1,13.89,45.4,10.81,1,bF,0.88,6.7,6.8,2,7op,0.88,5.8,5.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,18,69.82,14.65,45.5,9.67,1,bF,0.88,5.5,4.8,2,7op,0.88,6.4,5.3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,15,74.39,16.12,44.2,14.07,1,bF,0.88,8.2,8.3,2,7op,0.88,7.8,7.7
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,8,75.32,15.1,47.6,12.62,1,bF,0.88,8.0,7.6,2,7op,0.88,6.1,7.0
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,HARVEY Jackson,2534735,AUS,23,71.22,15.49,42.8,12.93,1,bF,0.88,7.3,7.5,2,7op,0.88,7.0,7.6
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 2,HARVEY Jackson,2534735,AUS,19,66.19,16.02,36.5,13.67,1,bF,0.88,7.8,8.3,2,7op,0.88,7.7,7.3
2025 FIS FREESTYLE SKI NORAM CUP,2025-02-22,APEX MOUNTAIN (CAN),Men's Moguls,OVERALL RESULTS - - Partial,HILL Edward,2537720,AUS,36,45.17,12.64,23.5,9.03,1,bF,0.88,7.9,7.8,2,3p,0.71,2.9,3.1
2025 FIS FREESTYLE SKI NORAM CUP,2025-02-12,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,HILL Edward,2537720,AUS,11,68.14,11.97,47.5,8.67,1,bT,0.68,5.7,6.0,2,7op,0.88,5.1,5.6
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HILL Edward,2537720,AUS,17,66.84,12.71,43.4,10.73,1,bG,0.82,6.1,5.4,2,7op,0.88,6.6,7.1
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HILL Edward,2537720,AUS,25,72.99,13.99,46.0,13.0,1,bG,0.82,7.9,8.6,2,7op,0.88,6.9,7.3
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HILL Edward,2537720,AUS,20,66.24,12.26,42.0,11.98,1,bG,0.82,7.0,6.9,2,7op,0.88,7.1,7.2
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HILL Edward,2537720,AUS,41,65.88,15.9,39.0,10.98,1,bG,0.82,8.2,8.3,2,7op,0.88,4.6,5.0
2025 FIS FREESTYLE SKI NORAM CUP,2025-02-12,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HILL Edward,2537720,AUS,9,68.47,12.83,45.0,10.64,1,bT,0.68,6.1,5.7,2,7op,0.88,7.6,7.5
2025 FIS FREESTYLE NORAM CUP,2025-03-01,STRATTON MOUNTAIN RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HILL Edward,2537720,AUS,52,24.93,8.32,9.4,7.21,1,bF,0.88,8.7,7.7,2,NJ,0.0,0.0,0.0
2025 FIS FREESTYLE SKI NORAM CUP,2025-03-07,VAL ST COME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HILL Edward,2537720,AUS,19,65.37,12.64,40.2,12.53,1,bF,0.88,8.0,7.8,2,7op,0.88,6.2,6.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,HILL Edward,2537720,AUS,56,27.15,10.81,9.4,6.94,1,bF,0.88,3.5,2.1,2,7op,0.88,5.8,4.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,HILL Edward,2537720,AUS,53,54.82,14.06,30.7,10.06,1,bT,0.68,7.5,6.7,2,7op,0.88,6.0,5.9
2025 FIS FREESTYLE SKI NORAM CUP,2025-02-22,APEX MOUNTAIN (CAN),Men's Moguls,OVERALL RESULTS - - Partial,LIVISSIANOS Mac,2535793,AUS,31,65.21,11.17,41.2,12.84,1,bF,0.88,7.7,7.4,2,7op,0.88,7.3,6.8
2025 FIS FREESTYLE NORAM CUP,2025-03-01,STRATTON MOUNTAIN RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,LIVISSIANOS Mac,2535793,AUS,15,68.81,12.64,44.1,12.07,1,7op,0.88,7.0,7.7,2,bp,0.71,7.5,8.3
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,37,54.54,11.56,35.3,7.68,1,bT,0.68,4.9,6.2,2,7op,0.88,4.6,4.3
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,26,72.75,12.33,47.7,12.72,1,bT,0.68,8.9,9.5,2,7op,0.88,7.4,7.3
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,33,62.08,10.24,40.1,11.74,1,bT,0.68,8.0,7.0,2,7op,0.88,7.9,7.2
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,46,56.5,13.01,29.8,13.69,1,bT,0.68,8.6,8.4,2,7oG,1.01,7.8,7.9
2025 FIS FREESTYLE SKI NORAM CUP,2025-02-12,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,26,57.09,9.49,37.6,10.0,1,7op,0.88,4.8,5.3,2,bp,0.71,7.9,7.8
2025 FIS FREESTYLE NORAM CUP,2025-03-01,STRATTON MOUNTAIN RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,16,72.09,13.53,47.7,10.86,1,7op,0.88,6.6,6.1,2,bp,0.71,7.3,7.6
2025 FIS FREESTYLE SKI NORAM CUP,2025-03-07,VAL ST COME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,27,61.36,12.55,37.2,11.61,1,bF,0.88,7.0,7.4,2,7op,0.88,6.0,6.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,LODGE Lottie,2538154,AUS,3,74.98,14.79,45.7,14.49,1,bT,0.78,8.0,8.3,2,bG,0.92,8.7,9.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,LODGE Lottie,2538154,AUS,6,71.87,15.43,42.1,14.34,1,bT,0.78,7.7,7.5,2,bG,0.92,8.8,9.5
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LODGE Lottie,2538154,AUS,18,50.96,11.1,32.5,7.36,1,S,0.48,5.0,5.2,2,bG,0.92,5.8,4.9
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LODGE Lottie,2538154,AUS,12,70.4,15.71,40.8,13.89,1,bT,0.78,6.5,7.3,2,bG,0.92,9.0,9.5
2025 FIS FREESTYLE SKI NORAM CUP,2025-02-12,DEER VALLEY RESORT (USA),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LODGE Lottie,2538154,AUS,19,49.82,8.47,32.8,8.55,1,bT,0.78,6.0,6.4,2,bG,0.92,4.4,3.7
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Qualification,LODGE Lottie,2538154,AUS,23,57.71,12.93,35.6,9.18,1,bT,0.78,5.7,6.2,2,bG,0.92,5.0,4.9
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Qualification,LODGE Lottie,2538154,AUS,20,56.44,11.06,34.5,10.88,1,bT,0.78,7.4,7.2,2,bG,0.92,5.8,5.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Qualification,LODGE Lottie,2538154,AUS,21,53.92,12.63,30.6,10.69,1,bT,0.78,6.1,6.0,2,bG,0.92,6.5,6.5
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,LOGAN Oliver,2534330,AUS,12,69.86,18.53,39.3,12.03,1,bF,0.88,8.4,8.3,2,bp,0.71,7.0,6.2
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,LOGAN Oliver,2534330,AUS,6,82.62,14.95,52.5,15.17,1,bF,0.88,7.8,8.0,2,7op,0.88,9.1,9.6
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,LOGAN Oliver,2534330,AUS,13,39.76,10.22,18.1,11.44,1,bF,0.88,7.5,7.5,2,7op,0.88,6.0,5.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,LOGAN Oliver,2534330,AUS,4,80.93,15.15,51.4,14.38,1,bF,0.88,7.8,7.9,2,7op,0.88,8.4,8.6
