event,event_date,venue,discipline,round,athlete,fis_code,country,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,13,74.73,16.82,44.5,13.41,1,bF,0.88,8.3,8.3,2,7op,0.88,6.9,7.0
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,11,80.5,15.7,50.9,13.9,1,bF,0.88,8.0,8.4,2,7op,0.88,7.7,7.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,16,62.44,16.65,33.3,12.49,1,bdF,1.05,7.0,6.7,2,10op,1.05,5.1,5.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,9,75.85,16.25,46.4,13.2,1,bdF,1.05,6.6,6.5,2,7op,0.88,7.1,7.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,3,77.19,17.19,44.8,15.2,1,bdF,1.05,7.8,7.8,2,7oG,1.01,7.0,6.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,10,71.18,14.16,43.1,13.92,1,bdF,1.05,6.0,6.3,2,7oG,1.01,7.3,7.5
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,3,77.63,16.34,46.0,15.29,1,bdF,1.05,7.9,8.5,2,7op,0.88,7.8,7.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,13,73.18,14.28,45.4,13.5,1,bF,0.88,8.5,8.5,2,7op,0.88,7.3,6.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,15,68.33,17.97,40.1,10.26,1,bF,0.88,7.5,7.6,2,bp,0.71,5.0,5.2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,13,72.99,14.49,46.1,12.4,1,bF,0.88,6.9,8.0,2,7op,0.88,6.2,7.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,13,73.81,16.86,43.8,13.15,1,bdF,1.05,7.0,7.0,2,7op,0.88,6.5,6.7
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,10,77.54,15.03,49.2,13.31,1,bdF,1.05,6.5,6.3,2,7op,0.88,7.4,7.6
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,16,40.48,6.52,26.6,7.36,1,bdF,1.05,2.0,1.8,2,7op,0.88,6.0,6.2
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,9,79.64,16.09,47.4,16.15,1,bF,0.88,9.0,8.9,2,7oG,1.01,7.9,8.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,9,75.19,17.41,42.9,14.88,1,bdF,1.05,8.0,7.7,2,7op,0.88,7.9,7.2
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Final 2,WOODS Cooper,2532161,AUS,2,81.04,17.66,47.6,15.78,1,bdF,1.05,7.9,8.1,2,7op,0.88,8.7,8.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,15,73.83,12.59,47.3,13.94,1,bF,0.88,8.1,7.8,2,7op,0.88,7.9,7.9
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-09,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,13,72.88,14.81,43.6,14.47,1,bF,0.88,8.9,8.8,2,7op,0.88,7.3,7.9
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,9,72.96,11.37,46.6,14.99,1,bF,0.88,8.8,9.3,2,7op,0.88,7.2,8.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,11,75.42,15.91,44.3,15.21,1,bF,0.88,8.7,8.8,2,7op,0.88,8.6,8.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,15,70.33,15.55,41.1,13.68,1,bF,0.88,7.4,8.0,2,7op,0.88,7.7,8.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,8,72.89,15.13,45.1,12.66,1,bF,0.88,8.1,8.5,2,7op,0.88,6.2,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,6,74.22,17.03,43.3,13.89,1,bF,0.88,8.1,8.1,2,7op,0.88,7.8,7.6
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,4,72.17,14.11,45.0,13.06,1,bF,0.88,8.5,8.2,2,7op,0.88,6.6,6.4
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,12,72.2,17.01,42.0,13.19,1,bF,0.88,8.1,8.2,2,7op,0.88,7.0,6.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,4,78.04,14.5,48.1,15.44,1,bF,0.88,9.0,9.7,2,7op,0.88,8.0,8.4
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,3,77.5,16.8,47.2,13.5,1,bF,0.88,8.4,7.6,2,7op,0.88,7.3,7.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,9,72.66,14.22,44.9,13.54,1,bF,0.88,7.8,8.2,2,7op,0.88,7.6,7.2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,30,67.77,14.51,42.0,11.26,1,bF,0.88,6.2,6.5,2,7op,0.88,6.5,6.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-19,BAKURIANI (GEO),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,11,74.56,18.38,42.9,13.28,1,bF,0.88,8.1,8.6,2,7op,0.88,6.5,7.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,10,72.78,14.26,44.8,13.72,1,bF,0.88,7.4,8.4,2,7op,0.88,7.9,7.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,8,75.23,14.3,46.6,14.33,1,bF,0.88,8.3,8.7,2,7op,0.88,7.5,8.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,10,73.66,14.52,46.0,13.14,1,bF,0.88,7.7,7.7,2,7op,0.88,7.2,7.3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,8,76.79,14.88,48.9,13.01,1,bF,0.88,8.1,7.8,2,7op,0.88,7.3,6.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,8,75.03,15.15,45.9,13.98,1,bF,0.88,8.3,8.4,2,7op,0.88,7.5,7.6
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,26,65.25,14.37,43.5,7.38,1,bF,0.88,3.4,3.5,2,7op,0.88,5.1,4.8
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,15,72.06,15.95,43.1,13.01,1,bF,0.88,9.0,9.1,2,7op,0.88,5.7,5.8
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,13,72.68,16.52,42.7,13.46,1,bF,0.88,8.5,7.9,2,7op,0.88,7.3,6.9
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,21,72.93,15.46,46.7,10.77,1,bF,0.88,6.8,6.6,2,7op,0.88,5.6,5.5
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,22,72.07,14.74,44.5,12.83,1,bF,0.88,8.1,7.8,2,7op,0.88,6.2,7.1
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,WOODS Cooper,2532161,AUS,10,78.73,15.85,49.3,13.58,1,bF,0.88,8.2,8.3,2,7op,0.88,7.3,7.1
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 2,WOODS Cooper,2532161,AUS,8,70.82,16.8,42.5,11.52,1,bF,0.88,6.9,7.1,2,7op,0.88,6.2,6.0
