event,event_date,venue,discipline,round,athlete,fis_code,country,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,Results Final 1,ANTHONY Jakara,2530720,AUS,1,80.68,16.14,47.6,16.94,1,7oG,1.11,8.0,8.2,2,bG,0.92,8.7,8.6
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,Results Final 1,MACUGA Alli,2534186,USA,10,69.53,16.78,40.8,11.95,1,bF,0.98,6.5,6.7,2,7op,0.98,5.2,6.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,Results Final 2,LEMLEY Elizabeth,2537762,USA,3,74.75,19.23,42.3,13.22,1,7oG,1.11,6.2,5.9,2,7op,0.98,7.1,6.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Qualification,KAJIWARA Yuki,2533769,JPN,17,64.07,14.34,38.4,11.33,1,bp,0.81,6.7,7.4,2,7op,0.98,5.7,5.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Qualification,SHAFFER Lulu,2531871,USA,21,58.3,17.43,31.5,9.37,1,bG,0.92,5.0,5.0,2,bp,0.81,5.8,6.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Final 1,CAVET Benjamin,2530514,FRA,4,80.09,17.27,48.1,14.72,1,bF,0.88,7.9,7.8,2,10op,1.05,7.3,7.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 1,WALCZYK Dylan,2527085,USA,7,75.55,14.1,49.3,12.15,1,7oG,1.01,6.5,6.6,2,7op,0.88,6.4,6.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Men's Moguls,Results Final 1,HARVEY Jackson,2534735,AUS,16,51.62,14.93,26.1,10.59,1,bF,0.88,6.2,6.9,2,7op,0.88,5.4,5.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Qualification,LEMLEY Elizabeth,2537762,USA,4,75.16,17.05,43.3,14.81,1,7oG,1.11,7.1,7.2,2,bp,0.81,8.5,8.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Final 2,ANTHONY Jakara,2530720,AUS,2,81.88,18.25,46.7,16.93,1,7oG,1.11,8.1,8.0,2,bG,0.92,8.6,8.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Final 1,VIEL Julien,2534074,CAN,12,75.65,17.41,45.4,12.84,1,bF,0.88,8.6,8.6,2,7op,0.88,6.0,6.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Final 2,CAVET Benjamin,2530514,FRA,5,79.44,17.64,47.1,14.7,1,bdF,1.05,6.4,6.8,2,10op,1.05,7.4,7.4
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 1,MURATA Yutaro,2530684,JPN,8,75.23,17.63,44.9,12.7,1,bF,0.88,6.1,6.1,2,7op,0.88,8.4,8.3
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-10,IDRE FJÄLL (SWE),Women's Moguls,Results Final 2,KAWAMURA Anri,2534852,JPN,2,80.02,19.17,46.8,14.05,1,7op,0.98,7.2,7.5,2,bG,0.92,7.7,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,Results Final 1,SCHWINGHAMMER,2533204,CAN,11,69.49,16.45,41.2,11.84,1,bT,0.78,7.2,7.5,2,bG,0.92,6.9,6.4
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Qualification,YANAGIMOTO Rino,2532040,JPN,11,71.21,15.66,40.1,15.45,1,7oG,1.11,6.8,7.2,2,7op,0.98,7.7,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Qualification,BERGHUIS Janneke,2532759,NED,27,38.51,11.91,15.7,10.9,1,bG,0.92,5.3,5.2,2,fT,0.78,7.9,7.7
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,USA,2,78.56,18.83,46.1,13.63,1,bG,0.92,7.9,8.3,2,bp,0.81,7.8,7.5
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,Results Final 1,LEMLEY Elizabeth,2537762,USA,4,77.03,17.85,45.7,13.48,1,7oG,1.11,8.4,8.1,2,bp,0.81,5.1,5.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Qualification,ANTHONY Jakara,2530720,AUS,1,83.68,17.55,48.8,17.33,1,7oG,1.11,8.2,8.2,2,bG,0.92,9.0,8.9
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Qualification,CARROLL Avital,2529074,AUT,6,73.63,16.6,43.4,13.63,1,bp,0.81,7.6,7.0,2,bG,0.92,8.3,8.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Qualification,DESMARAIS-GILBERT,2531811,CAN,14,66.66,16.02,39.4,11.24,1,bG,0.92,6.3,6.2,2,bp,0.81,6.9,6.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Qualification,BROWN Berkley,2531523,CAN,16,64.14,14.48,40.7,8.96,1,bT,0.78,6.5,7.3,2,bG,0.92,3.8,4.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Final 2,SCHWINGHAMMER,2533204,CAN,5,72.92,19.22,41.0,12.7,1,bT,0.78,7.6,8.0,2,bG,0.92,7.3,7.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Final 1,PAGE Nick,2533462,USA,5,79.9,16.57,46.9,16.43,1,7oG,1.01,7.7,7.7,2,10op,1.05,8.3,8.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Final 2,WALLBERG Walter,2532001,SWE,2,81.69,18.48,48.1,15.11,1,bF,0.88,8.1,8.0,2,10op,1.05,7.7,7.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 1,CAVET Benjamin,2530514,FRA,3,78.31,16.7,47.2,14.41,1,bF,0.88,7.8,7.9,2,10op,1.05,7.1,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-10,IDRE FJÄLL (SWE),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,FRA,3,76.08,19.41,43.7,12.97,1,7op,0.98,7.2,7.8,2,bp,0.81,7.1,6.8
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Men's Moguls,Results Final 2,PAGE Nick,2533462,USA,5,37.31,13.53,11.7,12.08,1,7oG,1.01,8.2,8.0,2,14op,1.22,3.2,3.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,Results Final 1,JOHNSON Tess,2532270,USA,7,73.27,16.02,43.2,14.05,1,7op,0.98,6.7,6.7,2,bG,0.92,8.2,8.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-16,ALPE D'HUEZ (FRA),Women's Moguls,Results Final 1,CABROL Camille,2530274,FRA,15,26.05,9.75,8.2,8.1,1,bT,0.78,7.7,7.0,2,S,0.48,5.4,4.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,USA,4,78.39,20.0,44.7,13.69,1,bG,0.92,8.2,8.3,2,bp,0.81,7.6,7.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Women's Moguls,Results Final 1,YANAGIMOTO Rino,2532040,JPN,6,76.91,17.86,43.1,15.95,1,7oG,1.11,7.7,7.9,2,7op,0.98,7.5,7.4
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Final 1,WALLBERG Walter,2532001,SWE,3,80.96,17.95,48.1,14.91,1,bF,0.88,7.6,7.7,2,10op,1.05,7.8,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 1,HARVEY Jackson,2534735,AUS,14,71.02,15.41,43.3,12.31,1,bF,0.88,7.5,7.3,2,7op,0.88,6.7,6.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 2,SUGIMOTO Kosuke,2528069,JPN,6,43.22,10.37,19.6,13.25,1,7oG,1.01,7.8,7.4,2,7op,0.88,6.4,6.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,KAUF Jaelin,2529064,USA,4,74.98,18.52,42.3,14.16,1,bG,0.92,8.0,8.7,2,bp,0.81,8.0,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,HOGG Kasey,2534251,USA,14,67.62,15.92,41.8,9.9,1,bp,0.81,5.7,5.7,2,7op,0.98,5.3,5.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,FRA,3,77.17,17.81,46.0,13.36,1,bp,0.81,7.8,7.8,2,7op,0.98,7.2,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,WALLBERG Walter,2532001,SWE,2,78.71,17.28,47.6,13.83,1,10op,1.05,7.1,7.2,2,7op,0.88,7.3,7.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,McDONALD Cole,2534511,USA,6,75.03,14.46,46.0,14.57,1,bF,0.88,7.7,7.9,2,10op,1.05,7.4,7.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 1,FUJIKI Goshin,2529670,JPN,15,70.21,16.68,43.4,10.13,1,bF,0.88,4.8,5.0,2,10op,1.05,5.3,5.8
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Final 1,LEMLEY Elizabeth,2537762,USA,6,77.48,18.07,43.4,16.01,1,7oG,1.11,8.0,7.9,2,7op,0.98,7.6,7.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,CAN,2,83.65,16.95,50.1,16.6,1,10op,1.05,9.0,7.8,2,7op,0.88,8.9,8.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,HOGG Kasey,2534251,USA,11,67.73,14.34,43.3,10.09,1,bp,0.81,6.1,5.9,2,7op,0.98,5.2,5.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,IHARA Haruka,2531368,JPN,19,60.6,15.29,33.1,12.21,1,bG,0.92,6.8,6.4,2,bp,0.81,7.4,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,GERKEN SCHOFIELD,2530540,GBR,11,71.31,16.74,43.0,11.57,1,bG,0.92,6.2,6.2,2,bp,0.81,7.3,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,PENTTALA Olli,2528035,FIN,15,72.04,16.01,43.7,12.33,1,10op,1.05,5.8,6.3,2,7op,0.88,7.0,6.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 1,CABROL Camille,2530274,FRA,13,63.95,14.54,38.7,10.71,1,bT,0.78,7.5,7.8,2,bF,0.98,4.9,4.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 2,YANAGIMOTO Rino,2532040,JPN,5,72.74,17.21,41.2,14.33,1,7oG,1.11,6.7,6.7,2,7op,0.98,7.2,6.9
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,NAKAO Haruka,2533488,JPN,12,67.57,14.65,38.3,14.62,1,bG,0.92,7.6,7.7,2,7op,0.98,7.8,7.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,SCHWINGHAMMER,2533204,CAN,6,74.79,18.3,43.9,12.59,1,bT,0.78,6.8,6.5,2,bG,0.92,8.1,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,CARROLL Avital,2529074,AUT,10,71.89,17.09,41.5,13.3,1,bp,0.81,7.0,6.9,2,bG,0.92,8.4,8.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,SUGIMOTO Kosuke,2528069,JPN,12,72.25,16.71,43.8,11.74,1,7oG,1.01,5.9,6.0,2,bG,0.82,7.1,6.9
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,JUNG Daeyoon,2534856,KOR,14,72.13,14.91,42.8,14.42,1,10op,1.05,7.2,7.2,2,7oG,1.01,7.0,6.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 2,KOLMAKOV Pavel,2528846,KAZ,2,78.72,16.46,46.5,15.76,1,10op,1.05,7.7,8.1,2,7oG,1.01,7.0,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 1,GIACCIO Olivia,2532241,USA,8,73.0,15.79,43.6,13.61,1,bF,0.98,6.7,6.5,2,7op,0.98,7.2,7.4
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 1,KAJIWARA Yuki,2533769,JPN,14,58.06,15.39,33.2,9.47,1,bp,0.81,6.0,5.8,2,7op,0.98,4.8,4.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,FRA,1,77.96,18.34,47.2,12.42,1,bp,0.81,7.9,7.8,2,7op,0.98,6.1,6.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 2,JOHNSON Tess,2532270,USA,3,73.35,16.52,43.0,13.83,1,7op,0.98,6.3,5.8,2,bG,0.92,8.7,8.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 2,TOMITAKA Hinako,2532031,JPN,4,72.94,17.01,44.7,11.23,1,7op,0.98,5.4,5.3,2,bp,0.81,7.2,7.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,GERKEN SCHOFIELD,2530540,GBR,7,71.58,15.54,44.3,11.74,1,bG,0.92,6.4,6.3,2,bp,0.81,7.2,7.4
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,SOAR Hannah,2531373,USA,8,69.45,16.48,41.6,11.37,1,bp,0.81,5.6,5.7,2,bG,0.92,7.3,7.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,JOHNSON Tess,2532270,USA,16,62.68,15.77,35.4,11.51,1,bp,0.81,5.8,6.2,2,7op,0.98,6.7,6.9
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,LI Ruilin,2537198,CHN,29,2.44,0.0,0.3,2.14,1,bL,0.81,2.8,2.5,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,KAWAMURA Anri,2534852,JPN,1,80.61,19.23,47.9,13.48,1,bp,0.81,7.6,7.8,2,7op,0.98,7.4,7.4
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,YANAGIMOTO Rino,2532040,JPN,8,74.17,16.21,42.8,15.16,1,7oG,1.11,6.7,6.5,2,7op,0.98,8.0,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,MURATA Yutaro,2530684,JPN,5,75.46,16.43,45.4,13.63,1,bF,0.88,8.7,8.8,2,7op,0.88,6.9,6.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,DUFRESNE Gabriel,2530240,CAN,7,74.86,16.17,45.2,13.49,1,10op,1.05,6.8,6.5,2,7op,0.88,7.4,7.4
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,CAN,1,83.59,16.7,50.0,16.89,1,10op,1.05,8.3,8.4,2,7oG,1.01,8.0,8.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 1,KOLMAKOV Pavel,2528846,KAZ,2,82.24,17.06,47.8,17.38,1,10op,1.05,7.7,8.3,2,7oG,1.01,8.7,9.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,FRA,1,79.05,17.87,47.6,13.58,1,bp,0.81,7.2,7.1,2,7op,0.98,7.9,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 1,McDONALD Cole,2534511,USA,13,71.34,17.71,41.3,12.33,1,bdF,1.05,4.1,4.6,2,10op,1.05,7.4,7.4
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,KAWAMURA Anri,2534852,JPN,5,73.99,17.83,44.3,11.86,1,bp,0.81,6.8,6.3,2,7op,0.98,6.7,6.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,JOHNSON Tess,2532270,USA,7,74.27,17.66,44.6,12.01,1,bp,0.81,7.0,6.7,2,7op,0.98,6.7,6.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,CAVET Benjamin,2530514,FRA,4,76.53,17.75,46.6,12.18,1,bF,0.88,9.0,9.0,2,bp,0.71,6.0,6.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,WENDLER Landon,2534140,USA,11,73.24,16.55,43.5,13.19,1,7op,0.88,6.5,6.5,2,7oG,1.01,7.5,7.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,WALCZYK Dylan,2527085,USA,13,72.19,15.54,45.0,11.65,1,bF,0.88,7.3,6.9,2,7op,0.88,6.1,6.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 1,WENDLER Landon,2534140,USA,3,80.3,17.37,47.1,15.83,1,7op,0.88,8.3,8.2,2,7oG,1.01,8.5,8.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 1,PAGE Nick,2533462,USA,6,77.32,16.95,45.7,14.67,1,7oG,1.01,8.4,8.3,2,10op,1.05,5.9,6.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 1,VAILLANCOURT Elliot,2532513,CAN,14,73.65,16.21,45.5,11.94,1,7oG,1.01,6.1,6.4,2,7op,0.88,6.3,6.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 1,SOAR Hannah,2531373,USA,4,74.18,16.87,45.2,12.11,1,bp,0.81,6.5,6.5,2,bG,0.92,7.0,7.9
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,FRA,1,87.6,19.45,53.1,15.05,1,bG,0.92,7.7,7.9,2,7op,0.98,8.3,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,FRA,4,77.44,17.38,47.5,12.56,1,bp,0.81,8.0,7.8,2,7op,0.98,6.3,6.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,LEMLEY Elizabeth,2537762,USA,13,68.89,17.12,39.6,12.17,1,bp,0.81,7.3,7.3,2,7op,0.98,6.7,6.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,NAKAO Haruka,2533488,JPN,15,27.6,10.52,4.9,12.18,1,bG,0.92,5.9,5.9,2,7op,0.98,7.0,6.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,FUJIKI Goshin,2529670,JPN,8,73.71,15.94,47.0,10.77,1,bF,0.88,5.2,5.3,2,7op,0.88,7.1,6.9
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,VAILLANCOURT Elliot,2532513,CAN,9,73.66,15.58,43.6,14.48,1,7oG,1.01,8.3,8.1,2,7op,0.88,7.1,7.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,USA,2,78.21,19.28,46.9,12.03,1,bG,0.92,6.7,6.8,2,bp,0.81,7.2,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Women's Moguls,Results Final 1,RAMSAUER Katharina,2530097,AUT,15,56.73,14.2,31.4,11.13,1,bL,0.81,6.2,6.2,2,bG,0.92,6.5,6.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 1,VIEL Julien,2534074,CAN,9,74.88,16.4,45.6,12.88,1,bF,0.88,8.1,8.4,2,7op,0.88,6.5,6.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 2,CAVET Benjamin,2530514,FRA,3,81.82,17.25,48.6,15.97,1,bF,0.88,8.1,8.3,2,10op,1.05,8.2,8.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,TOMITAKA Hinako,2532031,JPN,10,68.86,15.4,42.0,11.46,1,7op,0.98,5.8,5.7,2,bp,0.81,7.1,7.3
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,MERZ Annika,2535327,GER,26,26.91,11.33,6.3,9.28,1,bG,0.92,4.8,5.0,2,bp,0.81,6.0,5.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Final 1,SOAR Hannah,2531373,USA,5,75.47,18.57,44.2,12.7,1,bp,0.81,6.7,6.5,2,bG,0.92,8.0,8.0
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Final 1,YANAGIMOTO Rino,2532040,JPN,3,79.52,18.13,44.5,16.89,1,7oG,1.11,8.4,8.0,2,7op,0.98,7.9,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 2,MARCELLINI Dylan,2534089,USA,4,72.77,14.58,44.5,13.69,1,7op,0.88,7.2,7.3,2,7oG,1.01,7.3,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,KAJIWARA Yuki,2533769,JPN,21,58.04,15.2,33.2,9.64,1,bp,0.81,6.7,6.8,2,bG,0.92,4.4,4.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,SALONEN Jimi,2528237,FIN,18,66.86,14.68,40.9,11.28,1,7op,0.88,6.4,6.3,2,7oG,1.01,5.8,5.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 1,GRAVENFORS Filip,2534858,SWE,4,79.7,17.45,46.3,15.95,1,10op,1.05,7.5,7.8,2,7oG,1.01,7.9,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 1,VIEL Julien,2534074,CAN,13,73.82,16.27,45.2,12.35,1,bF,0.88,7.9,7.7,2,7op,0.88,6.3,6.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Final 2,PAGE Nick,2533462,USA,5,71.52,16.54,41.0,13.98,1,7oG,1.01,8.4,8.3,2,14op,1.22,4.5,4.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Final 1,CHALIFOUX Louis-,2534234,CAN,10,74.49,16.32,43.0,15.17,1,bF,0.88,8.5,8.7,2,7op,0.88,8.7,8.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,USA,3,75.04,16.44,45.6,13.0,1,bp,0.81,6.6,6.4,2,7op,0.98,7.8,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,VIEL Julien,2534074,CAN,10,73.43,16.23,45.9,11.3,1,bF,0.88,5.3,6.0,2,7op,0.88,7.2,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-03-17,ALMATY (KAZ),Men's Moguls,Results Qualification,MARCELLINI Dylan,2534089,USA,16,71.65,15.25,42.2,14.2,1,7op,0.88,6.3,6.6,2,7oG,1.01,8.4,8.5
