event,event_date,venue,discipline,athlete,fis_code,podium_rank,metric,Qualification,Final 1,Deciding Final
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_6_score,7.8,8.0,8.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_7_score,7.7,7.8,8.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_6_score,9.1,9.4,9.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_7_score,8.9,9.0,9.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,LEMLEY Elizabeth,2537762,2,run_score,75.58,74.2,79.68
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,LEMLEY Elizabeth,2537762,2,air_total,15.11,14.72,15.36
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,LEMLEY Elizabeth,2537762,2,turns_total,42.1,40.2,45.6
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,LEMLEY Elizabeth,2537762,2,time_points,18.37,19.28,18.72
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,LEMLEY Elizabeth,2537762,2,jump_1_degree_diff,0.81,0.81,0.81
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,LEMLEY Elizabeth,2537762,2,jump_2_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,LEMLEY Elizabeth,2537762,2,jump_1_judge_6_score,8.2,8.4,8.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,LEMLEY Elizabeth,2537762,2,jump_1_judge_7_score,8.2,8.6,8.6
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,LEMLEY Elizabeth,2537762,2,jump_2_judge_6_score,8.8,8.0,8.6
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,LEMLEY Elizabeth,2537762,2,jump_2_judge_7_score,8.5,8.0,8.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,run_score,68.67,73.43,76.35
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,air_total,14.49,14.01,15.18
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,turns_total,37.9,41.7,43.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,time_points,16.28,17.72,18.17
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_judge_6_score,6.7,7.0,7.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_judge_7_score,6.3,6.5,7.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_judge_6_score,8.2,7.6,8.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_judge_7_score,8.4,7.5,8.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,run_score,78.38,82.16,85.02
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,air_total,15.4,16.31,17.54
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,turns_total,47.6,50.4,51.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,time_points,15.38,15.45,16.18
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_degree_diff,1.05,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_degree_diff,0.88,1.01,1.01
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_6_score,7.6,7.7,8.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_7_score,8.0,8.0,8.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_6_score,8.4,7.8,8.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_7_score,8.0,8.2,9.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,PAGE Nick,2533462,2,run_score,73.57,80.08,79.55
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,PAGE Nick,2533462,2,air_total,13.68,16.79,14.03
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,PAGE Nick,2533462,2,turns_total,44.3,46.3,46.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,PAGE Nick,2533462,2,time_points,15.59,16.99,18.72
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,PAGE Nick,2533462,2,jump_1_degree_diff,1.05,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,PAGE Nick,2533462,2,jump_2_degree_diff,0.88,1.01,1.01
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,PAGE Nick,2533462,2,jump_1_judge_6_score,6.7,8.3,6.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,PAGE Nick,2533462,2,jump_1_judge_7_score,6.8,8.7,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,PAGE Nick,2533462,2,jump_2_judge_6_score,7.3,7.6,7.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,PAGE Nick,2533462,2,jump_2_judge_7_score,7.7,8.0,7.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,GRAVENFORS Filip,2534858,3,run_score,74.86,79.31,79.53
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,GRAVENFORS Filip,2534858,3,air_total,12.18,16.32,15.42
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,GRAVENFORS Filip,2534858,3,turns_total,46.1,46.2,46.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,GRAVENFORS Filip,2534858,3,time_points,16.58,16.79,17.41
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,GRAVENFORS Filip,2534858,3,jump_1_degree_diff,1.05,1.2,1.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,GRAVENFORS Filip,2534858,3,jump_2_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,GRAVENFORS Filip,2534858,3,jump_1_judge_6_score,6.8,7.2,7.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,GRAVENFORS Filip,2534858,3,jump_1_judge_7_score,6.6,6.8,7.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,GRAVENFORS Filip,2534858,3,jump_2_judge_6_score,5.8,7.4,6.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,GRAVENFORS Filip,2534858,3,jump_2_judge_7_score,5.9,7.7,6.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,run_score,,83.24,79.74
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,air_total,,17.19,16.71
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,turns_total,,49.8,47.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,time_points,,16.25,15.93
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_degree_diff,,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_degree_diff,,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_6_score,,8.5,7.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_7_score,,8.4,8.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_6_score,,8.6,9.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_7_score,,8.4,8.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,YANAGIMOTO Rino,2532040,2,run_score,,73.34,72.42
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,YANAGIMOTO Rino,2532040,2,air_total,,11.36,12.44
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,YANAGIMOTO Rino,2532040,2,turns_total,,46.9,43.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,YANAGIMOTO Rino,2532040,2,time_points,,15.08,16.08
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,YANAGIMOTO Rino,2532040,2,jump_1_degree_diff,,0.81,0.81
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,YANAGIMOTO Rino,2532040,2,jump_2_degree_diff,,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,YANAGIMOTO Rino,2532040,2,jump_1_judge_6_score,,7.1,7.6
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,YANAGIMOTO Rino,2532040,2,jump_1_judge_7_score,,6.7,7.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,YANAGIMOTO Rino,2532040,2,jump_2_judge_6_score,,5.9,6.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,YANAGIMOTO Rino,2532040,2,jump_2_judge_7_score,,5.9,6.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,GIACCIO Olivia,2532241,3,run_score,,76.31,72.16
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,GIACCIO Olivia,2532241,3,air_total,,13.46,13.47
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,GIACCIO Olivia,2532241,3,turns_total,,47.5,42.6
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,GIACCIO Olivia,2532241,3,time_points,,15.35,16.09
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_degree_diff,,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_degree_diff,,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_judge_6_score,,6.5,6.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_judge_7_score,,6.6,6.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_judge_6_score,,7.3,7.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_judge_7_score,,7.1,7.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,KINGSBURY Mikael,2484937,1,run_score,,81.37,86.55
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,KINGSBURY Mikael,2484937,1,air_total,,15.94,16.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,KINGSBURY Mikael,2484937,1,turns_total,,48.9,52.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,KINGSBURY Mikael,2484937,1,time_points,,16.53,16.85
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_degree_diff,,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_degree_diff,,1.01,1.01
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_6_score,,7.1,7.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_7_score,,7.4,7.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_6_score,,8.3,8.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_7_score,,8.2,8.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,VAILLANCOURT Elliot,2532513,2,run_score,,77.11,77.44
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,VAILLANCOURT Elliot,2532513,2,air_total,,14.8,15.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,VAILLANCOURT Elliot,2532513,2,turns_total,,44.8,45.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,VAILLANCOURT Elliot,2532513,2,time_points,,17.51,17.24
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,VAILLANCOURT Elliot,2532513,2,jump_1_degree_diff,,1.01,1.01
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,VAILLANCOURT Elliot,2532513,2,jump_2_degree_diff,,0.88,0.88
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,VAILLANCOURT Elliot,2532513,2,jump_1_judge_6_score,,7.4,8.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,VAILLANCOURT Elliot,2532513,2,jump_1_judge_7_score,,7.9,8.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,VAILLANCOURT Elliot,2532513,2,jump_2_judge_6_score,,8.1,7.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,VAILLANCOURT Elliot,2532513,2,jump_2_judge_7_score,,8.0,7.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,HORISHIMA Ikuma,2529645,3,run_score,,80.0,77.23
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,HORISHIMA Ikuma,2529645,3,air_total,,12.88,13.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,HORISHIMA Ikuma,2529645,3,turns_total,,49.4,45.6
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,HORISHIMA Ikuma,2529645,3,time_points,,17.72,17.93
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_1_degree_diff,,0.88,1.05
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_2_degree_diff,,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_1_judge_6_score,,8.2,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_1_judge_7_score,,8.1,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_2_judge_6_score,,5.4,7.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Men's Moguls,HORISHIMA Ikuma,2529645,3,jump_2_judge_7_score,,5.5,7.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,run_score,80.84,80.42,79.98
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,air_total,15.84,14.52,14.74
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,turns_total,47.2,47.5,46.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,time_points,17.8,18.4,18.54
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_degree_diff,0.92,0.81,0.81
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_6_score,8.0,7.1,8.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_7_score,7.8,7.1,8.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_6_score,7.8,8.2,7.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_7_score,7.6,8.2,6.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,KAUF Jaelin,2529064,2,run_score,72.38,79.45,75.64
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,KAUF Jaelin,2529064,2,air_total,8.97,12.87,11.38
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,KAUF Jaelin,2529064,2,turns_total,45.5,47.4,44.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,KAUF Jaelin,2529064,2,time_points,17.91,19.18,19.56
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,KAUF Jaelin,2529064,2,jump_1_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,KAUF Jaelin,2529064,2,jump_2_degree_diff,0.81,0.81,0.98
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,KAUF Jaelin,2529064,2,jump_1_judge_6_score,4.9,8.0,7.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,KAUF Jaelin,2529064,2,jump_1_judge_7_score,4.5,8.1,7.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,KAUF Jaelin,2529064,2,jump_2_judge_6_score,5.6,6.5,4.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,KAUF Jaelin,2529064,2,jump_2_judge_7_score,5.9,7.0,4.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,GIACCIO Olivia,2532241,3,run_score,69.27,74.52,74.82
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,GIACCIO Olivia,2532241,3,air_total,11.46,12.38,12.34
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,GIACCIO Olivia,2532241,3,turns_total,42.5,44.4,45.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,GIACCIO Olivia,2532241,3,time_points,15.31,17.74,17.38
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_judge_6_score,6.5,6.3,7.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_judge_7_score,6.8,6.6,7.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_judge_6_score,5.0,6.1,5.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_judge_7_score,5.1,6.3,5.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,HORISHIMA Ikuma,2529645,1,run_score,76.43,76.98,77.11
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,HORISHIMA Ikuma,2529645,1,air_total,14.55,15.94,14.53
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,HORISHIMA Ikuma,2529645,1,turns_total,48.2,46.6,47.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,HORISHIMA Ikuma,2529645,1,time_points,13.68,14.44,15.08
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_1_degree_diff,0.88,0.88,1.05
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_2_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_1_judge_6_score,8.5,8.4,6.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_1_judge_7_score,8.4,8.4,6.5
