event,event_date,venue,discipline,athlete,fis_code,podium_rank,metric,Qualification,Final 1,Deciding Final
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_judge_6_score,7.3,7.0,7.3
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_judge_7_score,6.9,6.7,6.7
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,JOHNSON Tess,2532270,3,run_score,71.39,74.88,74.94
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,JOHNSON Tess,2532270,3,air_total,15.44,16.14,15.56
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,JOHNSON Tess,2532270,3,turns_total,42.0,44.2,44.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,JOHNSON Tess,2532270,3,time_points,13.95,14.54,15.28
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,JOHNSON Tess,2532270,3,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,JOHNSON Tess,2532270,3,jump_2_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,JOHNSON Tess,2532270,3,jump_1_judge_6_score,7.3,7.7,7.2
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,JOHNSON Tess,2532270,3,jump_1_judge_7_score,7.2,7.9,7.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,JOHNSON Tess,2532270,3,jump_2_judge_6_score,7.9,8.1,8.3
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,JOHNSON Tess,2532270,3,jump_2_judge_7_score,8.2,8.2,8.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,HORISHIMA Ikuma,2529645,1,run_score,76.93,76.67,83.48
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,HORISHIMA Ikuma,2529645,1,air_total,14.58,13.11,18.49
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,HORISHIMA Ikuma,2529645,1,turns_total,47.0,47.3,47.6
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,HORISHIMA Ikuma,2529645,1,time_points,15.35,16.26,17.39
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_1_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_2_degree_diff,1.05,1.05,1.22
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_1_judge_6_score,8.3,6.7,8.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_1_judge_7_score,8.5,6.5,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_2_judge_6_score,7.0,5.9,8.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_2_judge_7_score,6.7,5.9,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,WALLBERG Walter,2532001,2,run_score,78.89,77.71,82.47
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,WALLBERG Walter,2532001,2,air_total,15.24,15.38,17.03
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,WALLBERG Walter,2532001,2,turns_total,46.8,45.2,47.8
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,WALLBERG Walter,2532001,2,time_points,16.85,17.13,17.64
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,WALLBERG Walter,2532001,2,jump_1_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,WALLBERG Walter,2532001,2,jump_2_degree_diff,1.01,1.01,1.01
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,WALLBERG Walter,2532001,2,jump_1_judge_6_score,7.6,7.4,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,WALLBERG Walter,2532001,2,jump_1_judge_7_score,7.9,7.3,8.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,WALLBERG Walter,2532001,2,jump_2_judge_6_score,8.4,7.7,8.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,WALLBERG Walter,2532001,2,jump_2_judge_7_score,8.3,7.5,8.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,PAGE Nick,2533462,3,run_score,77.72,76.68,79.62
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,PAGE Nick,2533462,3,air_total,16.33,15.03,15.71
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,PAGE Nick,2533462,3,turns_total,46.3,45.5,47.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,PAGE Nick,2533462,3,time_points,15.09,16.15,16.61
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,PAGE Nick,2533462,3,jump_1_degree_diff,1.01,1.01,0.88
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,PAGE Nick,2533462,3,jump_2_degree_diff,1.05,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,PAGE Nick,2533462,3,jump_1_judge_6_score,7.7,7.4,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,PAGE Nick,2533462,3,jump_1_judge_7_score,7.6,7.2,7.6
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,PAGE Nick,2533462,3,jump_2_judge_6_score,8.4,7.5,8.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,PAGE Nick,2533462,3,jump_2_judge_7_score,8.0,7.1,7.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,JOHNSON Tess,2532270,1,run_score,72.94,75.57,78.86
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,JOHNSON Tess,2532270,1,air_total,12.21,14.17,15.67
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,JOHNSON Tess,2532270,1,turns_total,44.4,43.9,46.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,JOHNSON Tess,2532270,1,time_points,16.33,17.5,16.69
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,JOHNSON Tess,2532270,1,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,JOHNSON Tess,2532270,1,jump_2_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,JOHNSON Tess,2532270,1,jump_1_judge_6_score,5.5,6.0,7.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,JOHNSON Tess,2532270,1,jump_1_judge_7_score,5.5,5.7,7.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,JOHNSON Tess,2532270,1,jump_2_judge_6_score,6.8,8.5,8.4
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,JOHNSON Tess,2532270,1,jump_2_judge_7_score,6.5,8.2,8.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,LAFFONT Perrine,2531156,2,run_score,71.83,78.63,77.43
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,LAFFONT Perrine,2531156,2,air_total,11.42,15.77,13.36
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,LAFFONT Perrine,2531156,2,turns_total,43.8,46.5,47.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,LAFFONT Perrine,2531156,2,time_points,16.61,16.36,16.87
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_degree_diff,0.81,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_judge_6_score,6.9,7.3,7.4
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_judge_7_score,6.8,7.8,7.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_judge_6_score,5.4,7.5,5.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_judge_7_score,5.2,7.6,5.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,run_score,67.32,71.64,74.35
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,air_total,12.46,13.31,15.47
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,turns_total,39.7,41.6,41.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,time_points,15.16,16.73,17.78
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_judge_6_score,5.9,5.2,7.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_judge_7_score,5.8,5.2,7.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_judge_6_score,6.2,7.8,7.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_judge_7_score,6.0,7.6,7.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,run_score,71.68,78.54,79.89
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,air_total,12.66,14.66,14.83
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,turns_total,43.4,47.4,47.6
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,time_points,15.62,16.48,17.46
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_degree_diff,0.81,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_6_score,6.6,7.0,6.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_7_score,6.6,6.5,6.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_6_score,6.5,7.6,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_7_score,6.7,8.0,8.0
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,2,run_score,72.38,78.94,78.64
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,2,air_total,13.06,13.36,14.51
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,2,turns_total,45.2,48.9,46.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,2,time_points,14.12,16.68,17.23
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,2,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,2,jump_2_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,2,jump_1_judge_6_score,5.4,5.4,7.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,2,jump_1_judge_7_score,6.5,5.8,7.4
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,2,jump_2_judge_6_score,6.4,7.9,6.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,2,jump_2_judge_7_score,6.8,6.7,6.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,KAUF Jaelin,2529064,3,run_score,71.29,75.94,78.08
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,KAUF Jaelin,2529064,3,air_total,10.93,13.52,14.59
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,KAUF Jaelin,2529064,3,turns_total,45.1,44.9,44.8
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,KAUF Jaelin,2529064,3,time_points,15.26,17.52,18.69
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,KAUF Jaelin,2529064,3,jump_1_degree_diff,0.81,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,KAUF Jaelin,2529064,3,jump_2_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,KAUF Jaelin,2529064,3,jump_1_judge_6_score,5.3,6.3,6.4
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,KAUF Jaelin,2529064,3,jump_1_judge_7_score,6.5,6.3,6.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,KAUF Jaelin,2529064,3,jump_2_judge_6_score,6.7,6.6,7.8
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,KAUF Jaelin,2529064,3,jump_2_judge_7_score,6.7,7.6,7.9
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,run_score,81.51,,85.83
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,air_total,17.42,,16.69
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,turns_total,48.2,,51.6
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,time_points,15.89,,17.54
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_degree_diff,1.05,,1.05
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_degree_diff,1.05,,1.05
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_6_score,8.0,,7.9
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_7_score,8.1,,7.9
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_6_score,8.5,,8.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_7_score,8.6,,8.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,GRAHAM Matt,2441426,2,run_score,81.22,,83.5
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,GRAHAM Matt,2441426,2,air_total,14.72,,15.01
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,GRAHAM Matt,2441426,2,turns_total,48.9,,50.6
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,GRAHAM Matt,2441426,2,time_points,17.6,,17.89
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,GRAHAM Matt,2441426,2,jump_1_degree_diff,0.88,,0.88
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,GRAHAM Matt,2441426,2,jump_2_degree_diff,1.05,,1.05
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,GRAHAM Matt,2441426,2,jump_1_judge_6_score,7.7,,8.2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,GRAHAM Matt,2441426,2,jump_1_judge_7_score,8.0,,8.4
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,GRAHAM Matt,2441426,2,jump_2_judge_6_score,7.4,,7.2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,GRAHAM Matt,2441426,2,jump_2_judge_7_score,7.5,,7.5
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,PAGE Nick,2533462,3,run_score,74.94,,80.96
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,PAGE Nick,2533462,3,air_total,13.55,,16.42
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,PAGE Nick,2533462,3,turns_total,44.9,,48.4
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,PAGE Nick,2533462,3,time_points,16.49,,16.14
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,PAGE Nick,2533462,3,jump_1_degree_diff,1.01,,1.01
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,PAGE Nick,2533462,3,jump_2_degree_diff,1.05,,1.05
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,PAGE Nick,2533462,3,jump_1_judge_6_score,6.0,,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,PAGE Nick,2533462,3,jump_1_judge_7_score,6.5,,8.2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,PAGE Nick,2533462,3,jump_2_judge_6_score,6.8,,7.8
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,PAGE Nick,2533462,3,jump_2_judge_7_score,7.0,,7.8
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HORISHIMA Ikuma,2529645,1,run_score,81.52,83.71,85.56
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HORISHIMA Ikuma,2529645,1,air_total,15.53,16.4,17.19
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HORISHIMA Ikuma,2529645,1,turns_total,49.9,51.0,51.7
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HORISHIMA Ikuma,2529645,1,time_points,16.09,16.31,16.67
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_1_degree_diff,0.88,0.88,0.88
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_2_degree_diff,1.05,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_1_judge_6_score,8.5,8.5,9.2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_1_judge_7_score,8.2,8.5,9.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_2_judge_6_score,7.8,8.3,9.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HORISHIMA Ikuma,2529645,1,jump_2_judge_7_score,7.8,8.7,8.5
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,GRAVENFORS Filip,2534858,2,run_score,74.3,81.76,80.54
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,GRAVENFORS Filip,2534858,2,air_total,13.23,16.62,16.52
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,GRAVENFORS Filip,2534858,2,turns_total,46.1,48.5,47.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,GRAVENFORS Filip,2534858,2,time_points,14.97,16.64,17.02
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,GRAVENFORS Filip,2534858,2,jump_1_degree_diff,1.05,1.2,1.2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,GRAVENFORS Filip,2534858,2,jump_2_degree_diff,1.01,0.88,0.88
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,GRAVENFORS Filip,2534858,2,jump_1_judge_6_score,6.7,7.9,8.3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,GRAVENFORS Filip,2534858,2,jump_1_judge_7_score,6.3,8.3,7.8
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,GRAVENFORS Filip,2534858,2,jump_2_judge_6_score,6.5,7.8,7.8
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,GRAVENFORS Filip,2534858,2,jump_2_judge_7_score,6.2,7.9,7.8
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HIRAYAMA Shota,2531908,3,run_score,76.61,78.85,79.47
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HIRAYAMA Shota,2531908,3,air_total,13.79,14.37,15.07
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HIRAYAMA Shota,2531908,3,turns_total,47.0,47.7,48.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HIRAYAMA Shota,2531908,3,time_points,15.82,16.78,16.4
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HIRAYAMA Shota,2531908,3,jump_1_degree_diff,0.88,0.88,0.88
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HIRAYAMA Shota,2531908,3,jump_2_degree_diff,1.01,0.82,1.01
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,HIRAYAMA Shota,2531908,3,jump_1_judge_6_score,7.8,8.2,7.3
